Strain	Length	Experiment	NormLength	Useq	Genome_Classification	Cluster	Phylum	Class	Color
MF115A	5.24461157	mono1	5.03365320184325	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Leifsonia	D	Actinobacteria	Actinobacteria	Actinobacteria
MF115A	5.40677686	mono1	5.18929558266428	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Leifsonia	D	Actinobacteria	Actinobacteria	Actinobacteria
MF115A	7.322280992	mono2	7.4524992267665	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Leifsonia	D	Actinobacteria	Actinobacteria	Actinobacteria
MF115A	5.70253719	mono1	5.47315929920692	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Leifsonia	D	Actinobacteria	Actinobacteria	Actinobacteria
MF115A	5.335421488	mono1	5.12081039707092	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Leifsonia	D	Actinobacteria	Actinobacteria	Actinobacteria
MF115A	7.256628099	mono2	7.38567877357001	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Leifsonia	D	Actinobacteria	Actinobacteria	Actinobacteria
MF123	6.839958678	mono1	6.56482933777882	Sequence_33	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	B	Firmicutes	Bacilli	Firmicutes
MF123	6.682123967	mono1	6.41334334348102	Sequence_33	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	B	Firmicutes	Bacilli	Firmicutes
MF123	7.074454545	mono1	6.78989288271234	Sequence_33	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	B	Firmicutes	Bacilli	Firmicutes
MF123	5.457082645	mono2	5.55413050068639	Sequence_33	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	B	Firmicutes	Bacilli	Firmicutes
MF123	5.553942149	mono2	5.65271253809435	Sequence_33	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	B	Firmicutes	Bacilli	Firmicutes
MF123	5.605115702	mono2	5.70479615310176	Sequence_33	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	B	Firmicutes	Bacilli	Firmicutes
MF123	4.886561983	mono2	4.97346379354217	Sequence_33	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	B	Firmicutes	Bacilli	Firmicutes
MF123	5.440049587	mono1	5.22122995312474	Sequence_33	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	B	Firmicutes	Bacilli	Firmicutes
MF123	6.575157025	mono2	6.69208853063923	Sequence_33	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	B	Firmicutes	Bacilli	Firmicutes
MF123	6.155950413	mono2	6.26542681754754	Sequence_33	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	B	Firmicutes	Bacilli	Firmicutes
MF123	6.049677686	mono1	5.80633647464831	Sequence_33	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	B	Firmicutes	Bacilli	Firmicutes
MF123	6.396884298	mono1	6.13957710665091	Sequence_33	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	B	Firmicutes	Bacilli	Firmicutes
MF123	5.279355372	mono1	5.06699947503188	Sequence_33	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	B	Firmicutes	Bacilli	Firmicutes
MF123	5.817157025	mono2	5.92060838393892	Sequence_33	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	B	Firmicutes	Bacilli	Firmicutes
MF123	6.621561983	mono1	6.3552173944755	Sequence_33	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	B	Firmicutes	Bacilli	Firmicutes
MF123	6.322752066	mono2	6.43519484357167	Sequence_33	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	B	Firmicutes	Bacilli	Firmicutes
MF123	5.736066116	mono2	5.83807536761784	Sequence_33	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	B	Firmicutes	Bacilli	Firmicutes
MF123	5.883975207	mono2	5.98861484944236	Sequence_33	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	B	Firmicutes	Bacilli	Firmicutes
MF123	6.906991736	mono1	6.62916606939897	Sequence_33	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	B	Firmicutes	Bacilli	Firmicutes
MF125	6.099173554	mono1	5.85384142923091	Sequence_70	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	B	Firmicutes	Bacilli	Firmicutes
MF125	4.69014876	mono2	4.77355759025204	Sequence_70	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	B	Firmicutes	Bacilli	Firmicutes
MF125	3.759859504	mono2	3.82672422390297	Sequence_70	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	B	Firmicutes	Bacilli	Firmicutes
MF125	5.322504132	mono2	5.41715866565743	Sequence_70	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	B	Firmicutes	Bacilli	Firmicutes
MF125	5.103165289	mono2	5.19391913693089	Sequence_70	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	B	Firmicutes	Bacilli	Firmicutes
MF125	5.407008264	mono1	5.18951767870895	Sequence_70	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	B	Firmicutes	Bacilli	Firmicutes
MF125	6.032132231	mono1	5.78949676506072	Sequence_70	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	B	Firmicutes	Bacilli	Firmicutes
MF125	5.082884298	mono2	5.17327747213946	Sequence_70	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	B	Firmicutes	Bacilli	Firmicutes
MF125	5.332016529	mono1	5.11754239856546	Sequence_70	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	B	Firmicutes	Bacilli	Firmicutes
MF125	4.911090909	mono2	4.99842893790745	Sequence_70	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	B	Firmicutes	Bacilli	Firmicutes
MF125	6.476578512	mono1	6.21606571407498	Sequence_70	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	B	Firmicutes	Bacilli	Firmicutes
MF125	5.633553719	mono1	5.40695060766917	Sequence_70	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	B	Firmicutes	Bacilli	Firmicutes
MF125	5.796033058	mono1	5.56289440523638	Sequence_70	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	B	Firmicutes	Bacilli	Firmicutes
MF125	4.564404959	mono2	4.64557758228089	Sequence_70	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	B	Firmicutes	Bacilli	Firmicutes
MF125	4.883231405	mono2	4.97007398509358	Sequence_70	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	B	Firmicutes	Bacilli	Firmicutes
MF125	6.198396694	mono1	5.94907343444077	Sequence_70	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	B	Firmicutes	Bacilli	Firmicutes
MF125	4.34231405	mono2	4.41953704526753	Sequence_70	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	B	Firmicutes	Bacilli	Firmicutes
MF125	5.533429752	mono1	5.3108540101721	Sequence_70	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	B	Firmicutes	Bacilli	Firmicutes
MF125	5.987950413	mono1	5.74709210903031	Sequence_70	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	B	Firmicutes	Bacilli	Firmicutes
MF125	4.716024793	mono2	4.79989379834553	Sequence_70	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	B	Firmicutes	Bacilli	Firmicutes
MF131	4.258190083	mono2	4.33391703154435	Sequence_34	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF131	3.034933884	mono2	3.08890664650929	Sequence_34	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF131	3.138099174	mono2	3.19390661097312	Sequence_34	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF131	3.049586777	mono2	3.10382012413624	Sequence_34	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF131	2.607553719	mono1	2.50266791952766	Sequence_34	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF131	2.217867769	mono1	2.12865663122728	Sequence_34	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF131	3	mono2	3.05335150409091	Sequence_34	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF131	1.735710744	mono1	1.66589380879723	Sequence_34	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF131	1.153628099	duo2	1.09762894555591	Sequence_34	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF131	2.17122314	mono2	2.209835813412	Sequence_34	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF131	1.278	mono1	1.2265939442977	Sequence_34	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF131	1.768867769	mono1	1.69771713123536	Sequence_34	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF131	0.842975207	mono1	0.809067514944681	Sequence_34	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF131	1.356404959	mono1	1.30184515549669	Sequence_34	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF131	1.579206612	mono1	1.51568487251494	Sequence_34	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF131	2.108752066	duo2	2.00638950165033	Sequence_34	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF131	1.439942149	duo2	1.37004480390035	Sequence_34	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF131	1.879396694	mono2	1.91281957413613	Sequence_34	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF131	1.174743802	mono1	1.12749110613025	Sequence_34	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF131	1.860991736	mono1	1.78613551937846	Sequence_34	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF135	5.11231405	mono1	4.90667719489677	Sequence_9	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF135	3.35077686	mono1	3.21599577869239	Sequence_9	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF135	4.517702479	mono1	4.33598317909243	Sequence_9	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF135	3.921115702	mono1	3.76339340763994	Sequence_9	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF135	4.28868595	mono1	4.11617857219456	Sequence_9	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF135	3.968876033	mono1	3.80923263516909	Sequence_9	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF135	4.09931405	mono1	3.93442393544953	Sequence_9	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF135	4.16831405	mono1	4.00064849112757	Sequence_9	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF135	3.012272727	mono1	2.89110757864736	Sequence_9	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF135	4.811512397	mono1	4.61797493667725	Sequence_9	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF136	4.761363636	mono2	4.84603893983479	Sequence_22	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF136	4.502983471	mono2	4.58306378469146	Sequence_22	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF136	5.256727273	mono2	5.35021204187009	Sequence_22	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF136	5.558198347	mono2	5.65704442761602	Sequence_22	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF136	5.369413223	mono2	5.46490198017756	Sequence_22	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF136	6.57253719	mono1	6.30816456645183	Sequence_22	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF136	6.002512397	mono1	5.76106835425046	Sequence_22	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF136	6.024842975	mono1	5.78250071086038	Sequence_22	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF136	5.237743802	mono2	5.33089097195985	Sequence_22	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF136	4.85292562	mono2	4.93922924702277	Sequence_22	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF136	6.02846281	mono1	5.78597494222998	Sequence_22	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF136	5.259760331	mono2	5.35329903927219	Sequence_22	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF136	5.355884298	mono2	5.45113245901173	Sequence_22	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF136	5.368785124	mono2	5.46426271116877	Sequence_22	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF136	5.750892562	mono1	5.51956963290759	Sequence_22	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF136	6.198793388	mono1	5.94945417188845	Sequence_22	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF136	5.678553719	mono1	5.45014053528529	Sequence_22	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF136	5.767487603	mono1	5.53549715778707	Sequence_22	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF136	5.752280992	mono1	5.52090221493426	Sequence_22	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF137	6.462876033	mono1	6.20291440127118	Sequence_86	NA	D	NA	NA	NA
MF137	5.684123967	mono1	5.45548672657249	Sequence_86	NA	D	NA	NA	NA
MF137	5.878958678	mono1	5.64248443913242	Sequence_86	NA	D	NA	NA	NA
MF137	5.714165289	mono1	5.48431967152076	Sequence_86	NA	D	NA	NA	NA
MF137	5.74046281	mono1	5.50955940548684	Sequence_86	NA	D	NA	NA	NA
MF137	5.758140496	mono1	5.52652602723707	Sequence_86	NA	D	NA	NA	NA
MF137	4.985016529	mono1	4.78450006783674	Sequence_86	NA	D	NA	NA	NA
MF137	5.811132231	mono1	5.57738623165712	Sequence_86	NA	D	NA	NA	NA
MF137	5.64614876	mono1	5.41903902787166	Sequence_86	NA	D	NA	NA	NA
MF138	6.117132231	mono1	5.87107773944671	Sequence_94	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Luteibacter	B	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF138	6.658512397	mono1	6.39068152127651	Sequence_94	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Luteibacter	B	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF138	5.761553719	mono1	5.5298019573328	Sequence_94	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Luteibacter	B	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF138	6.319586777	mono1	6.06538878805324	Sequence_94	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Luteibacter	B	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF138	5.108702479	mono2	5.19955479940254	Sequence_94	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Luteibacter	B	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF138	5.281512397	mono2	5.37543794041825	Sequence_94	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Luteibacter	B	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF138	6.420123967	mono1	6.1618819871383	Sequence_94	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Luteibacter	B	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF138	6.016619835	mono1	5.77460833705199	Sequence_94	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Luteibacter	B	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF138	6.121421488	mono1	5.87519446609909	Sequence_94	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Luteibacter	B	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF138	5.338876033	mono2	5.43382172183849	Sequence_94	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Luteibacter	B	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF138	6.425479339	mono1	6.16702194556135	Sequence_94	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Luteibacter	B	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF138	5.853809917	mono2	5.95791310491142	Sequence_94	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Luteibacter	B	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF138	5.486909091	mono2	5.58448737527165	Sequence_94	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Luteibacter	B	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF138	5.851330579	mono1	5.61596764811062	Sequence_94	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Luteibacter	B	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF138	4.562049587	mono2	4.64318032273459	Sequence_94	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Luteibacter	B	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF138	5.336338843	mono2	5.43123941087094	Sequence_94	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Luteibacter	B	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF138	5.358181818	mono2	5.45347083772763	Sequence_94	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Luteibacter	B	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF138	5.284719008	mono2	5.37870157725821	Sequence_94	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Luteibacter	B	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF138	6.420123967	mono1	6.1618819871383	Sequence_94	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Luteibacter	B	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF138	5.397049587	mono2	5.49302982470656	Sequence_94	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Luteibacter	B	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF140	5.902471074	mono1	5.66505107649512	Sequence_17	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF140	5.53114876	mono2	5.62951379523219	Sequence_17	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF140	5.640264463	mono2	5.74056999385719	Sequence_17	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF140	6.055528926	mono2	6.16321945142271	Sequence_17	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF140	5.455669421	mono2	5.55269214414438	Sequence_17	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF140	6.360264463	mono1	6.10443026169615	Sequence_17	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF140	6.250123967	mono1	5.99872003836631	Sequence_17	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
