Strain	Length	Experiment	NormLength	Useq	Genome_Classification	Cluster	Phylum	Class	Color
CL123	1.438231405	mono1	1.38038022838167	Sequence_28	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus	B	Firmicutes	Bacilli	Firmicutes
CL125	7.365347107	mono2	7.4963312224367	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL125	5.884867769	mono1	5.64815584385613	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL125	7.095239669	mono2	7.22142023840888	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL125	4.847157025	mono1	4.65218580119333	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL125	7.48846281	mono2	7.62163639474745	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL125	7.38431405	mono2	7.51563547041572	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL125	6.932578512	mono2	7.05586634228118	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL125	5.697198347	mono1	5.46803520492417	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL125	5.83677686	mono1	5.6019993354405	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL125	5.952272727	mono1	5.71284951623363	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL125	6.892743802	mono2	7.01532321838334	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL125	6.283743802	mono2	6.39549286305288	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL125	7.093380165	mono2	7.21952766529713	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL125	5.877917355	mono1	5.64148500213253	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL125	5.815198347	mono1	5.58128879289532	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL125	5.654247934	mono1	5.42681242206745	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL125	6.823991736	mono2	6.94534847700652	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL125	5.223644628	mono1	5.01352963056966	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL126	4.83477686	mono1	4.64030361385498	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL126	6.656181818	mono2	6.77455425516429	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL126	6.547190083	mono2	6.66362422916572	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL126	5.410644628	mono1	5.19300777421886	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL126	5.033115702	mono1	4.83066450784263	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL126	7.00285124	mono2	7.12738878885964	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL126	7.067330579	mono2	7.19301481776578	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL126	6.995297521	mono2	7.11970073576959	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL126	6.924991736	mono2	7.04814464431091	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL126	6.16	mono2	6.26954842173334	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL126	5.363628099	mono1	5.14788243012395	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL126	6.050396694	mono1	5.80702656139221	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL126	7.104983471	mono2	7.23133732257297	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL126	7.097057851	mono2	7.22327075465702	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL126	7.089090909	mono2	7.21516212987745	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL126	5.533429752	mono1	5.3108540101721	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL126	5.505024793	mono1	5.28359160743546	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL126	5.810595041	mono1	5.57687064949677	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL126	5.733438017	mono1	5.50281717657154	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL126	5.509710744	mono1	5.28808907153552	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL127	7.423330579	mono2	7.5553458629179	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	7.423330579	mono2	7.5553458629179	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	6.744942149	mono2	6.86489308521845	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	6.744942149	mono2	6.86489308521845	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	6.013355372	mono1	5.7714751832592	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	6.013355372	mono1	5.7714751832592	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	6.278652893	mono2	6.39031141816877	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	6.278652893	mono2	6.39031141816877	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	5.963619835	mono2	6.06967586434122	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	5.963619835	mono2	6.06967586434122	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	6.525371901	mono1	6.26289644605398	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	6.525371901	mono1	6.26289644605398	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	6.484785124	mono1	6.22394222470284	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	6.484785124	mono1	6.22394222470284	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	6.949669421	mono2	7.07326119318166	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	6.949669421	mono2	7.07326119318166	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	6.255016529	mono2	6.36625470897856	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	6.255016529	mono2	6.36625470897856	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	6.229264463	mono2	6.34004467249371	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	6.229264463	mono2	6.34004467249371	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	6.363983471	mono1	6.10799967694779	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	6.363983471	mono1	6.10799967694779	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	6.496057851	mono2	6.61158267000414	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	6.496057851	mono2	6.61158267000414	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	5.781165289	mono1	5.54862467486031	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	5.781165289	mono1	5.54862467486031	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	6.420338843	mono1	6.16208822000244	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	6.420338843	mono1	6.16208822000244	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	7.158380165	mono2	7.28568361455243	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	7.158380165	mono2	7.28568361455243	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	5.936190083	mono2	6.04175830616587	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	5.936190083	mono2	6.04175830616587	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	6.349479339	mono1	6.09407895669858	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	6.349479339	mono1	6.09407895669858	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	6.357024793	mono1	6.10132090363393	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	6.357024793	mono1	6.10132090363393	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	6.043181818	mono2	6.15065276449505	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	6.043181818	mono2	6.15065276449505	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	6.024842975	mono1	5.78250071086038	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	6.024842975	mono1	5.78250071086038	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	6.142057851	mono1	5.89500075552642	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL127	6.142057851	mono1	5.89500075552642	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
CL129	6.047247934	mono1	5.80400445658153	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL129	7.658107438	mono2	7.79429795476903	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL129	5.615636364	mono1	5.38975395732424	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL129	7.283016529	mono2	7.41253649104704	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL129	5.852338843	mono1	5.61693535587013	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL129	5.381082645	mono1	5.16463488741977	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL129	5.869330579	mono1	5.63324361915707	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL129	6.049438017	mono1	5.8061064460536	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL129	7.636884298	mono2	7.77269738595552	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL129	5.865198347	mono1	5.62927760135767	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL129	6.274487603	mono2	6.38607205333994	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL129	8.40492562	mono2	8.55439742786641	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL129	5.688289256	mono1	5.45948447169271	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL129	5.257661157	mono1	5.04617788446436	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL129	7.828586777	mono2	7.96780907015306	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL129	7.978545455	mono2	8.12043458849399	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL129	7.317702479	mono2	7.44783929024815	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL129	5.926082645	mono1	5.6877128996594	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL129	7.833338843	mono2	7.97264564610927	Sequence_71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	C	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
CL12A	6.620016529	mono1	6.35373410455563	Sequence_88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	D	Actinobacteria	Actinobacteria	Actinobacteria
