GFP_Intensity	Genotype	Strain	Time	Rep
3483	21.481	DR5	CL28+CL14	13d	Rep3
3484	25.346	DR5	CL28+CL14	13d	Rep3
3485	15.746	DR5	CL28+CL14	13d	Rep3
3486	16.12	DR5	CL28+CL14	13d	Rep3
3487	21.564	DR5	CL28+CL14	13d	Rep3
3488	18.662	DR5	CL28+CL14	13d	Rep3
3489	23.942	DR5	CL28+CL14	13d	Rep3
3490	21.378	DR5	CL28+CL14	13d	Rep3
3491	27.027	DR5	CL28+CL14	13d	Rep3
3492	21.497	DR5	CL28+CL14	13d	Rep3
3493	16.07	DR5	CL28+CL14	13d	Rep3
3494	15.881	DR5	CL28+CL14	13d	Rep3
3495	15.943	DR5	CL28+CL14	13d	Rep3
3496	16.117	DR5	CL28+CL14	13d	Rep3
3497	20.762	DR5	CL28+CL14	13d	Rep3
3498	16.601	DR5	CL28+CL14	13d	Rep3
3499	15.964	DR5	CL28+CL14	13d	Rep3
3500	16.404	DR5	CL28+CL14	13d	Rep3
3501	17.519	DR5	CL28+CL14	13d	Rep3
3502	16.214	DR5	CL28+CL14	13d	Rep3
3503	16.327	DR5	CL28+CL14	13d	Rep3
3504	16.166	DR5	CL28+CL14	13d	Rep3
3505	16.513	DR5	CL28+CL14	13d	Rep3
3506	16.165	DR5	CL28+CL14	13d	Rep3
3507	20.022	DR5	CL28+CL14	13d	Rep3
3508	17.552	DR5	CL28+CL14	13d	Rep3
3509	17.042	DR5	CL28+CL14	13d	Rep3
3510	19.028	DR5	CL28+CL14	13d	Rep3
3511	16.55	DR5	CL28+CL14	13d	Rep3
3512	18.641	DR5	CL28+CL14	13d	Rep3
3513	17.754	DR5	CL28+CL14	13d	Rep3
3514	19.714	DR5	CL28+CL14	13d	Rep3
3515	15.318	DR5	CL28+CL14	13d	Rep3
3516	18.554	DR5	CL28+CL14	13d	Rep3
3517	17.879	DR5	CL28+CL14	13d	Rep3
3518	15.912	DR5	CL28+CL14	13d	Rep3
3519	17.207	DR5	CL28+CL14	13d	Rep3
3520	15.512	DR5	CL28+CL14	13d	Rep3
3521	18.541	DR5	CL28+CL14	13d	Rep3
3522	15.86	DR5	CL28+CL14	13d	Rep3
3523	17.496	DR5	CL28+CL14	13d	Rep3
3524	15.997	DR5	CL28+CL14	13d	Rep3
3525	16.109	DR5	CL28+CL14	13d	Rep3
3526	15.352	DR5	CL28+CL14	13d	Rep3
3527	17.538	DR5	CL28+CL14	13d	Rep3
3528	16.412	DR5	CL28+CL14	13d	Rep3
3529	15.504	DR5	CL28+CL14	13d	Rep3
3530	17.147	DR5	CL28+CL14	13d	Rep3
3531	15.536	DR5	CL28+CL14	13d	Rep3
3532	16.279	DR5	CL28+CL14	13d	Rep3
3533	14.9	DR5	CL28+CL14	13d	Rep3
3534	17.117	DR5	CL28+CL14	13d	Rep3
3535	12.754	DR5	CL28+CL14	13d	Rep3
3536	12.968	DR5	CL28+CL14	13d	Rep3
3537	15.689	DR5	CL28+CL14	13d	Rep3
3538	13.537	DR5	CL28+CL14	13d	Rep3
3539	14.173	DR5	CL28+CL14	13d	Rep3
3540	13.85	DR5	CL28+CL14	13d	Rep3
3541	14.531	DR5	CL28+CL14	13d	Rep3
3542	20.488	DR5	CL28+CL14	13d	Rep3
3543	15.709	DR5	CL28+CL14	13d	Rep3
3544	16.06	DR5	CL28+CL14	13d	Rep3
3545	19.991	DR5	CL28+CL14	13d	Rep3
3546	17.292	DR5	CL28+CL14	13d	Rep3
3547	15.856	DR5	CL28+CL14	13d	Rep3
3548	17.578	DR5	CL28+CL14	13d	Rep3
3549	20.293	DR5	CL28+CL14	13d	Rep3
3550	16.072	DR5	CL28+CL14	13d	Rep3
3551	16.141	DR5	CL28+CL14	13d	Rep3
3552	32.08	DR5	CL28	13d	Rep3
3553	29.598	DR5	CL28	13d	Rep3
3554	36.821	DR5	CL28	13d	Rep3
3555	79.667	DR5	CL28	13d	Rep3
3556	43.118	DR5	CL28	13d	Rep3
3557	42.468	DR5	CL28	13d	Rep3
3558	37.051	DR5	CL28	13d	Rep3
3559	32.008	DR5	CL28	13d	Rep3
3560	62	DR5	CL28	13d	Rep3
3561	38.81	DR5	CL28	13d	Rep3
3562	56.168	DR5	CL28	13d	Rep3
3563	40.892	DR5	CL28	13d	Rep3
3564	43.83	DR5	CL28	13d	Rep3
3565	44.671	DR5	CL28	13d	Rep3
3566	52.19	DR5	CL28	13d	Rep3
3567	45.243	DR5	CL28	13d	Rep3
3568	44.173	DR5	CL28	13d	Rep3
3569	97.38	DR5	CL28	13d	Rep3
3570	47.14	DR5	CL28	13d	Rep3
3571	41.32	DR5	CL28	13d	Rep3
3572	35.069	DR5	CL28	13d	Rep3
3573	39.519	DR5	CL28	13d	Rep3
3574	42.38	DR5	CL28	13d	Rep3
3575	41.803	DR5	CL28	13d	Rep3
3576	67.39	DR5	CL28	13d	Rep3
3577	39.081	DR5	CL28	13d	Rep3
3578	40.312	DR5	CL28	13d	Rep3
3579	35.354	DR5	CL28	13d	Rep3
3580	50.088	DR5	CL28	13d	Rep3
3581	93.192	DR5	CL28	13d	Rep3
3582	29.688	DR5	CL28	13d	Rep3
3583	20.793	DR5	CL28	13d	Rep3
3584	24.139	DR5	CL28	13d	Rep3
3585	32.782	DR5	CL28	13d	Rep3
3586	19.986	DR5	CL28	13d	Rep3
3587	27.548	DR5	CL28	13d	Rep3
3588	34.076	DR5	CL28	13d	Rep3
3589	23.025	DR5	CL28	13d	Rep3
3590	35.954	DR5	CL28	13d	Rep3
3591	23.764	DR5	CL28	13d	Rep3
3592	29.702	DR5	CL28	13d	Rep3
3593	45.244	DR5	CL28	13d	Rep3
3594	43.101	DR5	CL28	13d	Rep3
3595	29.914	DR5	CL28	13d	Rep3
3596	27.411	DR5	CL28	13d	Rep3
3597	45.543	DR5	CL28	13d	Rep3
3598	50.282	DR5	CL28	13d	Rep3
3599	33.696	DR5	CL28	13d	Rep3
3600	38.329	DR5	CL28	13d	Rep3
3601	44.374	DR5	CL28	13d	Rep3
3602	21.697	DR5	CL28	13d	Rep3
3603	16.135	DR5	CL28	13d	Rep3
3604	22.04	DR5	CL28	13d	Rep3
3605	22.306	DR5	CL28	13d	Rep3
3606	19.818	DR5	CL28	13d	Rep3
3607	22.697	DR5	CL28	13d	Rep3
3608	21.684	DR5	CL28	13d	Rep3
3609	18.504	DR5	CL28	13d	Rep3
3610	26.037	DR5	CL28	13d	Rep3
3611	22.351	DR5	CL28	13d	Rep3
3612	17.523	DR5	CL28	13d	Rep3
3613	18.948	DR5	CL28	13d	Rep3
3614	17.112	DR5	CL28	13d	Rep3
3615	20.976	DR5	CL28	13d	Rep3
3616	20.582	DR5	CL28	13d	Rep3
3617	16.224	DR5	CL28	13d	Rep3
3618	16.08	DR5	CL28	13d	Rep3
3619	15.843	DR5	CL28	13d	Rep3
3620	16.927	DR5	CL28	13d	Rep3
3621	21.57	DR5	CL28	13d	Rep3
3652	16.342	DR5	NB	13d	Rep3
3653	19.262	DR5	NB	13d	Rep3
3654	21.712	DR5	NB	13d	Rep3
3655	16.743	DR5	NB	13d	Rep3
3656	16.743	DR5	NB	13d	Rep3
3657	16.104	DR5	NB	13d	Rep3
3658	16.892	DR5	NB	13d	Rep3
3659	15.959	DR5	NB	13d	Rep3
3660	17.452	DR5	NB	13d	Rep3
3661	19.228	DR5	NB	13d	Rep3
3662	20.948	DR5	NB	13d	Rep3
3663	18.08	DR5	NB	13d	Rep3
3664	17.437	DR5	NB	13d	Rep3
3665	21.329	DR5	NB	13d	Rep3
3666	17.283	DR5	NB	13d	Rep3
3667	19.45	DR5	NB	13d	Rep3
3668	20.779	DR5	NB	13d	Rep3
3669	17.231	DR5	NB	13d	Rep3
3670	21.206	DR5	NB	13d	Rep3
3671	18.209	DR5	NB	13d	Rep3
3672	17.491	DR5	NB	13d	Rep3
3673	17.839	DR5	NB	13d	Rep3
3674	16.956	DR5	NB	13d	Rep3
3675	21.344	DR5	NB	13d	Rep3
3676	17.78	DR5	NB	13d	Rep3
3677	17.263	DR5	NB	13d	Rep3
3678	20.856	DR5	NB	13d	Rep3
3679	17.689	DR5	NB	13d	Rep3
3680	17.334	DR5	NB	13d	Rep3
3681	21.403	DR5	NB	13d	Rep3
3682	21.313	DR5	NB	13d	Rep3
3683	21.138	DR5	NB	13d	Rep3
3684	18.73	DR5	NB	13d	Rep3
3685	20.538	DR5	NB	13d	Rep3
3686	17.791	DR5	NB	13d	Rep3
3687	17.62	DR5	NB	13d	Rep3
3688	22.204	DR5	NB	13d	Rep3
3689	18.12	DR5	NB	13d	Rep3
3690	17.664	DR5	NB	13d	Rep3
3691	21.122	DR5	NB	13d	Rep3
