USeq	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Contrast	OverallContrast	Module
USeq12	122.28837303474	1.04766788008698	0.588622237145024	1.77986459561645	0.0750981230467723	0.98342780180297	Root_5.5pH_vs_Shoot_5.5pH	RootvsShoot	C
USeq12	122.28837303474	1.31714534142845	0.545822158178266	2.4131401074382	0.0158157385979873	0.128005068851401	Root_31C_vs_Shoot_31C	RootvsShoot	C
USeq12	122.28837303474	1.24542005328458	0.59023872670417	2.1100276836101	0.034855971421746	0.684670867212868	Root_100Pi_vs_Shoot_100Pi	RootvsShoot	C
USeq12	122.28837303474	2.78173482968363	0.618794291280199	4.4954112681431	6.94356093383258e-06	7.17106398300841e-05	Root_10Pi_vs_AgarPlant_10Pi	RootvsAgar	C
USeq12	122.28837303474	3.384635652892	0.590407767830129	5.73270854028773	9.88393954331003e-09	1.84500204808454e-07	Shoot_1000Pi_vs_AgarPlant_1000Pi	ShootvsAgar	C
USeq12	122.28837303474	0.18178271609905	0.663418046099351	0.274009302532339	0.78407747277528	1	Shoot_150NaCl_vs_AgarPlant_150NaCl	ShootvsAgar	C
USeq12	122.28837303474	2.51077656943172	0.637034591685253	3.94135044188031	8.10241481476015e-05	0.000661697209872079	Shoot_0Pi_vs_AgarPlant_0Pi	ShootvsAgar	C
USeq12	122.28837303474	6.6272678682636	0.706319283660034	9.38282165244329	6.42303651432338e-21	1.41949106966547e-18	Root_21C_vs_AgarPlant_21C	RootvsAgar	C
USeq12	122.28837303474	3.47572604363347	1.08214586727329	3.21188311922435	0.00131868012840629	0.0161172015694102	Root_10C_vs_Shoot_10C	RootvsShoot	C
USeq12	122.28837303474	0.524090273857299	1.34857127355964	0.388626307064904	0.697552603370531	1	Shoot_200NaCl_vs_AgarPlant_200NaCl	ShootvsAgar	C
USeq12	122.28837303474	-0.198653528161596	0.715206569728909	-0.277756855948476	0.781199012355591	1	Root_150NaCl_vs_AgarPlant_150NaCl	RootvsAgar	C
USeq12	122.28837303474	4.19585553642286	0.595536920428501	7.04550027461581	1.84796346867166e-12	2.65434752772839e-11	Shoot_31C_vs_AgarPlant_31C	ShootvsAgar	C
USeq12	122.28837303474	4.48942858444777	0.637823916773741	7.03866453794384	1.94091017714038e-12	5.51218490307867e-11	Root_1000Pi_vs_AgarPlant_1000Pi	RootvsAgar	C
USeq12	122.28837303474	5.32364945170155	0.624057490151172	8.530703558116	1.45460338298919e-17	2.29827334512292e-15	Root_50Pi_vs_AgarPlant_50Pi	RootvsAgar	C
USeq12	122.28837303474	1.10566920732659	0.588793627404195	1.87785525499169	0.0604009689336908	0.271348015918631	Root_8.2pH_vs_Shoot_8.2pH	RootvsShoot	C
USeq12	122.28837303474	0.841681385835129	0.588696736292397	1.42973679646336	0.152792575101094	0.379494908829761	Root_50Pi_vs_Shoot_50Pi	RootvsShoot	C
USeq12	122.28837303474	1.62516454150027	1.25698072062555	1.29291127129737	0.196041748733752	0.611384436728989	Root_200NaCl_vs_AgarPlant_200NaCl	RootvsAgar	C
USeq12	122.28837303474	-0.455257048222542	0.592039232285465	-0.7689643243153	0.44191448955616	0.805185772882929	Root_10Pi_vs_Shoot_10Pi	RootvsShoot	C
USeq12	122.28837303474	3.18708515709117	0.600609426930072	5.30641880428266	1.1179992674026e-07	1.88817654050217e-06	Shoot_5.5pH_vs_AgarPlant_5.5pH	ShootvsAgar	C
USeq12	122.28837303474	3.23699187790617	0.618997143929531	5.22941326894827	1.7004885368924e-07	2.7845499791613e-06	Shoot_10Pi_vs_AgarPlant_10Pi	ShootvsAgar	C
USeq12	122.28837303474	1.44255738997338	0.61990131161199	2.32707587958179	0.0199612270311258	0.130995552391763	Root_100NaCl_vs_Shoot_100NaCl	RootvsShoot	C
USeq12	122.28837303474	2.6781038396949	0.583226421207889	4.59187674342398	4.39277789963268e-06	3.14430418078971e-05	Shoot_50NaCl_vs_AgarPlant_50NaCl	ShootvsAgar	C
USeq12	122.28837303474	2.00267791183113	0.574612626355719	3.48526610793852	0.000491647832527095	0.0046706544090074	Root_50NaCl_vs_Shoot_50NaCl	RootvsShoot	C
USeq12	122.28837303474	6.20770546488897	0.682603689117961	9.09415750874475	9.53226135632808e-20	1.14387136275937e-17	Root_7pH_vs_AgarPlant_7pH	RootvsAgar	C
USeq12	122.28837303474	0.681954280307958	0.589863037089485	1.1561230954102	0.247630810479448	1	Root_30Pi_vs_Shoot_30Pi	RootvsShoot	C
USeq12	122.28837303474	1.9143342272903	0.592481233570442	3.23104618141917	0.00123338010365253	0.02559263715079	Root_21C_vs_Shoot_21C	RootvsShoot	C
USeq12	122.28837303474	1.10479293155578	0.597458312169437	1.84915484319593	0.0644354570932784	1	Root_1000Pi_vs_Shoot_1000Pi	RootvsShoot	C
USeq12	122.28837303474	4.69025989258335	0.6147363621892	7.62970954878997	2.35283199134539e-14	8.18785532988195e-13	Shoot_8.2pH_vs_AgarPlant_8.2pH	ShootvsAgar	C
USeq12	122.28837303474	5.51300087785131	0.595394381198959	9.25941032018081	2.0556431974733e-20	8.63370142938786e-19	Root_31C_vs_AgarPlant_31C	RootvsAgar	C
USeq12	122.28837303474	-0.380436244260646	0.737880611863554	-0.515579672570385	0.606148010619272	1	Root_150NaCl_vs_Shoot_150NaCl	RootvsShoot	C
USeq12	122.28837303474	0.420973698424626	1.30723662854532	0.322033279386518	0.747427483033979	1	Shoot_10C_vs_AgarPlant_10C	ShootvsAgar	C
USeq12	122.28837303474	1.10107426764297	1.33219214321292	0.826513107176451	0.4085130859366	1	Root_200NaCl_vs_Shoot_200NaCl	RootvsShoot	C
USeq12	122.28837303474	2.26973595753538	0.638012899559416	3.5575079423986	0.000374389784841098	0.0018143504957684	Shoot_100NaCl_vs_AgarPlant_100NaCl	ShootvsAgar	C
USeq12	122.28837303474	3.71396631510082	0.610598160075185	6.08250492376772	1.18319262091458e-09	2.58330388899683e-08	Shoot_30Pi_vs_AgarPlant_30Pi	ShootvsAgar	C
